timestamp,cpu_percent,ram_used_gb,ram_total_gb,ram_percent,torch_gpu_allocated_gb,torch_gpu_reserved_gb,torch_gpu_max_allocated_gb,nvml_gpu_used_gb,nvml_gpu_total_gb,nvml_gpu_util_percent,nvml_gpu_mem_util_percent,gpu_temp_c,gpu_power_w,run_name,phase,epoch,batch_idx,batch_time_sec,running_loss
1783910090.5223403,7.1,27.51293182373047,1510.354694366455,2.6,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,96,49,45,73.051,visual_convnext_tiny_16frames_balanced20k,train,2,60,0.26091790199279785,0.3953849133409438
1783910114.222314,7.2,27.5010986328125,1510.354694366455,2.6,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,1,1,45,73.205,visual_convnext_tiny_16frames_balanced20k,train,2,70,0.2606515884399414,0.40720042229538234
1783910151.5197544,7.1,27.46991729736328,1510.354694366455,2.5,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,82,42,45,94.787,visual_convnext_tiny_16frames_balanced20k,train,2,80,0.2976381778717041,0.393789160122842
1783910170.526139,7.1,27.470687866210938,1510.354694366455,2.5,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,1,0,45,73.108,visual_convnext_tiny_16frames_balanced20k,train,2,90,0.30179286003112793,0.3906069862154814
1783910192.1266575,7.1,27.397438049316406,1510.354694366455,2.5,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,100,52,46,75.8,visual_convnext_tiny_16frames_balanced20k,train,2,100,0.29907774925231934,0.3929416819816769
1783910213.7236998,7.2,27.544818878173828,1510.354694366455,2.6,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,0,0,46,73.198,visual_convnext_tiny_16frames_balanced20k,train,2,110,0.300168514251709,0.3776710264988848
1783910251.1220458,7.0,27.47568130493164,1510.354694366455,2.6,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,79,40,46,88.581,visual_convnext_tiny_16frames_balanced20k,train,2,120,0.25899362564086914,0.36669707051978623
1783910274.0272167,7.1,27.48635482788086,1510.354694366455,2.5,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,15,7,45,73.198,visual_convnext_tiny_16frames_balanced20k,train,2,130,0.25427889823913574,0.360820786188577
1783910293.7232268,7.0,27.485088348388672,1510.354694366455,2.5,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,0,0,46,73.275,visual_convnext_tiny_16frames_balanced20k,train,2,140,0.26010656356811523,0.35181545688116805
1783910317.5259624,7.1,27.385337829589844,1510.354694366455,2.5,0.5789175033569336,16.123046875,15.211073875427246,17.3408203125,80.0,21,9,46,73.596,visual_convnext_tiny_16frames_balanced20k,train,2,150,0.29967284202575684,0.34373171775546296
